image,caption,Gemma_caption,Gemini_caption,Llama_caption
2034553054_b00c166895.jpg,صبي ذو قبعه زرقاء يشير الي زبديه مليءه بالفلين,طفلا يرتدي ملابس من العصور الوسطي جالسا علي طاوله خشبيه امام خيمه، مع سله مليءه بالتفاح وادوات خشبيه.,طفل يرتدي زيا تاريخيا يجلس عند طاوله خشبيه عليها سله تفاح، مع وجود خيام في الخلفيه.,ولد صغير يرتدي ملابس قديمه يجلس خلف طاوله عليها سله من التفاح.
2036407732_d5a0389bba.jpg,مجموعه من اشخاص يسيرون نحو الجبال,مجموعه من الاشخاص يسيرون في منطقه جبليه قاحله مع جبال مغطاه بالثلوج في الخلفيه تحت سماء زرقاء صافيه.,مجموعه من الاشخاص يتجولون في ارض قاحله باتجاه جبال مغطاه بالثلوج.,جبل ثلجي يظهر في المسافه مع مجموعه من الاشخاص واقفين امامه.
2038662925_f4fa8c2534.jpg,زوجان يرتديان خوذات سوداء يجلسان علي مقعد معا,يجلس رجل وامراه يرتديان خوذات الدراجات علي مقعد خشبي، ويبدو انهما يتحدثان مع بعضهما البعض.,شخصان يرتديان خوذات دراجات وهما يجلسان علي مقعد ويتحدثان.,رجل وامراه يرتديان خوذتي دراجه ويجلسان علي مقعد.
2039457436_fc30f5e1ce.jpg,امراه ترتقي صعودا فوق سياج,اليك وصف للصوره تظهر الصوره امراه ترتدي قبعه رعاه البقر وقميصا منقوشا وجينزا ممزقا واحذيه رعاه البقر ، بينما يقف رجل وامراه اخران يعزفان علي الات موسيقيه في الخلفيه.,امراه بزي رعاه البقر تعبر سياجا شاءكا امام منزل ريفي قديم، بينما يراقبها شخصان من الشرفه.,صوره لامراه ترتدي ملابس رعاه البقر وهي تتسلل عبر السياج بينما يراقبها زوجان علي شرفه المراقبه.
2040941056_7f5fd50794.jpg,يقاتل كلاب بنيان ويعضان بعضهما البعض,تظهر الصوره كلبين من فصيله جولدن ريتريفر وهما يتشابكان ويلعبان بحماس علي العشب الاخضر، مع خلفيه من الاشجار.,كلبان اشقران يلعبان في الهواء الطلق، احدهما يقف علي قاءمتيه الخلفيتين ويعانق الاخر.,كلبان يلعبان في الحديقه.
2041867793_552819a40b.jpg,طفل يجلس علي طاوله مطعم يحمل قناعاعلي وجهه,طفلا صغيرا يرتدي قناعا علي شكل غواص ويجلس علي طاوله في مطعم، امام طبق طعام فارغ تقريبا، مع اقلام تلوين وبعض الاطباق الاخري.,طفل يلعب بقناع غواص ورقي في مطعم يطل علي الميناء.,طفل يجلس علي كرسي في مطعم ويضع قناع سباحه علي وجهه.
2042009399_afad34e7c1.jpg,مجموعه من الاولاد يلعبون كره القدم العلم بينما بعض الماره يراقبون,تظهر الصوره مجموعه من الاطفال يلعبون لعبه كره القدم المصغره، حيث يحاول احدهم الركض بالكره بينما يحاول لاعب اخر ايقافه.,اولاد يلعبون رياضه كره القدم الامريكيه بالاعلام في ملعب ترابي.,صوره تظهر مجموعه من الاطفال يلعبون كره القدم في ملعب رملي، وهم يرتدون زيين رياضيين مختلفين.
2043427251_83b746da8e.jpg,رجل يقفز في بركه طينيه في منتصف الشارع,رجلا يقفز بفرح في بركه ماء علي طريق ساحلي في يوم عاصف.,شخص مبتهج يقفز بفرح في بركه ماء كبيره علي طريق مبلل، مسببا تناثر المياه في يوم ممطر.,رجل سعيد يقفز في مياه غامره علي الطريق الساحلي.
2043520315_4a2c782c90.jpg,الناس مع كلب يتسلقون الجبل الاخضر,تظهر الصوره ثلاثه اشخاص وكلب يتنزهون علي تل اخضر مورق مع اطلاله خلابه علي مدينه محاطه بالجبال والغابات.,متجولون وكلب يصعدون تله خضراء مورقه تطل علي مدينه ساحليه محاطه بالجبال.,ثلاثه اشخاص يتسلقون تلا اخضرا، وهم يحدقون في بحيره ومدينه في الاسفل.
2044063458_fcc76a7636.jpg,اثنين من الكلاب يطاردان الكره الزرقاء في حقل,تظهر الصوره كلبان من سلاله داشهوند يركضان في العشب الاخضر، احدهما اسود والاخر بني، مع وجود كره زرقاء صغيره علي الارض.,كلبان يركضان بمرح في العشب.,تعرض الصوره كلبين من نوعيه داش هاوند يجريان في حقل草.
2045023435_181854c013.jpg,كلب اسمر يلعب مع كره التنس,تظهر الصوره كلب وييمارنرينر رمادي اللون وهو يحمل كره خضراء في فمه ويبدو سعيدا في حديقه مشمسه.,كلب رمادي وفمه مفتوح يلتقط كره تنس في الهواء الطلق.,كلب يركض في الحديقه ويحمل كره تنس في فمه.
2045109977_b00ec93491.jpg,رجل يحمل قطعه قماش زرقاء ويبتسم,يقوم عامل نظافه بمسح نافذه زجاجيه كبيره بقطعه قماش زرقاء، ويبتسم للكاميرا بينما يحمل قطعه قماش اخري في يده.,عامل تنظيف زجاج مبتسم يرفع قطعه قماش زرقاء وهو يقف امام ابواب زجاجيه.,رجل يمسح زجاج الباب.
2045562030_654ddea5e5.jpg,مجموعه من المراهقين ، واحده ذات شعر وردي,تظهر الصوره مجموعه من الشباب ذوي المظهر البديل، يرتدون ملابس عصريه وشعرا ملونا، يقفون معا في مكان عام.,مجموعه من الشباب بازياء مميزه وشعر ملون يقفون معا في الهواء الطلق.,الصوره تصور اربعه اشخاص واقفين امام حاءط.
2045928594_92510c1c2a.jpg,تقف امراه بالقرب من نافوره,امراه تقف علي الرصيف بجانب حقاءب تسوق، ويبدو انها تتحدث في الهاتف.,شخصا يجلس علي حافه خرسانيه وبجانبه حقاءب.,الصوره من الاعلي لشخص بجانب حقيبه.
2046222127_a6f300e202.jpg,رجل يرتدي ستره ذات لون نيون يمسك قسما من الخشب,رجل يرتدي ستره واقيه صفراء اللون وهو يحمل لوحه خشبيه بنيه اللون.,عامل يرتدي ستره صفراء يحمل لوحا خشبيا.,رجل يحمل لوحا خشبيا كبيرا.
2046778775_0dd7cac6ab.jpg,تقف مجموعه من الاطفال علي خشبه المسرح امام جمهور جاهز للاداء,تظهر الصوره مجموعه من الاطفال يقفون علي خشبه مسرح، ويبدو انهم يستعدون لتقديم عرض، بينما يشاهدهم جمهور من الاهل والاطفال الاخرين.,اطفالا يصطفون علي مسرح، بينما تقف طفله صغيره بمفردها علي الدرج، ويراقبهم الكبار.,صوره لطفلتين علي درج من مدرسه وهم يغنون امام جمهور من الاطفال والكبار.
2049051050_20359a434a.jpg,يتم تغطيه فتاه في ستره سوداء وقبعه في بطانيه ورديه,امراه ترتدي قبعه سوداء ومعطفا اسودا ووشاحا مزخرفا وقفازات جلديه، وهي جالسه امام صخره كبيره علي ما يبدو انها شاطء.,تجلس امراه ترتدي قبعه سوداء ووشاحا ملونا علي شاطء رملي، بجانب صخره كبيره، مع بطانيه ورديه تغطي ساقيها.,صوره لفتاه مرتديه ملابس شتويه جالسه علي الشاطء.
2049646140_d0de01e3c4.jpg,طفل يقوم بالجمباز,تظهر الصوره لاعبه جمباز صغيره وهي تءدي حركه بهلوانيه علي بساط الجمباز في صاله رياضيه.,طفل يءدي حركه جمباز علي بساط ازرق في صاله العاب رياضيه.,صوره لطفله تقوم بممارسه الجمباز في صاله رياضيه.
2050067751_22d2763fd2.jpg,طفل في حذاء اخضر يحدق في البالوعه,طفلا صغيرا يميل بجسده فوق فتحه صرف صحي، ويداه مرفوعتان في الهواء.,طفل ينظر بفضول الي غطاء بالوعه علي الارض.,طفل يرفرف بيديه ويراقب عاصفه او ريحا قويا.
2051194177_fbeee211e3.jpg,كلب كبير اسمر يركض في المياه الضحله بعصا في فمه,كلب ذهبي اللون يركض في الماء وهو يحمل عصا في فمه، مما يخلق موجات حوله.,كلب ذهبي سعيد يركض في الماء حاملا عصا في فمه.,كلب من نوع ريتریفر يركض في البحر ويمسك عصا بفمه.
